psraid,comp,cregion,rep,msa,fips,int_date,tz,usr,usr1,state,area,areaexch,q1,q2,q3a,q3b,q3c,q3d,q3e,q3f,q5,q6a,q6b,q7,q8,q9,q12,q12.1,q13,q14,q15,q16,datenew,activ01,activ17,activ33,activ54,activ58,activ71,activ73,activ82,activ87,q17,q19a,q19b,q19c,q19d,q19e,mar,mar2,mar3,mar4,margroup,date01a,date01b,date01c,date02_1,date02_2,date02_3,date02_4,date02_5,date02_6,date02_7,date02_8,date02_9,date02_0,date03,date04a,date04b,date05a,date05b,date05c,date05d,date05e,date05f,date06a,date06b,date06c,date06d,date06e,date06f,date06g,date06h,date07,date08,date09,date10,date11,date12,date12cd,date13,date13cd,date14,date15,date16,date17,sex,age,par,d2b,d2c,d2d,d2e,d2f,d2g,educ,empl,stud,hisp,race,polaf,polid,d6,d7,d8,d9,modem,bbw,inc,date02os,date12os,date13os,date14os,religos,modemos,recage2,density3,receduc,racethn,i_user,onldat,dow,e_user,homework,often,usertype,recq6ab,d2brec,child11,d2crec,child17,childol,online,long,olhome,olwork,student,denwt,file
2348,1,2,5,0,55085,102305,c,R,3,55,715,715272,2,1,4,1,3,1,3,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,2, , , , , , ,5,3,3,2,1,3,2,5,97, , , , ,2, , , , , , ,4,1,3,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,2
2349,1,2,5,28140,29095,102305,c,U,1,29,816,816861,2,2,1,1,4,4,4,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,30, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,76,2, , , , , , ,9,1,3,2,2,4,4,3,1, ,2, , ,9, , , , , , ,4,4,9,2,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.58536585365854,2
2350,1,2,6,0,29201,102305,c,R,3,29,573,573264,2,2,2,1,2,4,2,2,1,1,1,1,1,2,6, , ,2,2, ,2,1,3, ,3,3,3,3,3,3,2,2,8,2,8,8,1, ,11, ,2,1,1,1, , , , , , , , , , , , , ,2,1,8,2,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,59,2, , , , , , ,3,3,3,2,1,3,5,4,1, ,9,2, ,4, , , , , , ,3,2,2,1,1,2, ,1,1,2,4,1, ,99, ,99,9,1,6,0,2,3,1.95121951219512,2
2351,1,3,34,12060,13089,102305,e,S,2,13,678,678518,2,2,1,1,9,4,1,2,1,1,1,9, , ,99, ,1,3,1,1,2,2,3, ,3,3,3,3,3,3,2,3,3,4,8,8,3,1,1, ,1,1,1,1, , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,2, , , , , ,2,45,1,0,2, , , ,2,7,1,1,1,2,2,3,3,1, ,1,3,1,3, , , , , , ,2,5,4,3,1,2, ,1,3,1,9,1,0,8,2,1,1, ,9,1,1,1,2.92682926829268,2
2352,1,4,47,38540,16005,102305,m,U,1,16,208,208234,1,2,2,2,1,4,2,2,1,1,1,2, , ,5, ,1,3,1,1,1,2,2, ,2,3,2,2,2,2,3,3,3,3,2,4,3,2, ,1,3,1,1,1,1, , , , , , , , , ,9,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2, , , , , , , , , ,1,1,3,1,34,2, , , , , , ,6,1,3,1,5,3,2,4,1, ,2,1,1,4, , , , , , ,2,1,4,3,1,1, ,1,3,1,3,1, ,99, ,99,9, ,5,1,1,3,4.83,2
2353,1,4,52,0,30073,102305,m,R,3,30,406,406278,1,2,1,2,1,4,1,2,1,1,1,2, , ,3, ,2, ,1,2,2,2,3, ,2,3,3,3,3,2,2,3,8,8,8,8,1, ,12, ,2,2, , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,37,1,4,0, ,0, , ,7,2,3,2,1,1,4,2,2, , , ,2,8, , , , , , ,2,1,4,1,1,2, ,1,2,2,2,1,2,2,0,8,0, ,2,2,1,3,1.4390243902439,2
2354,1,4,56,0,30093,102305,m,R,3,30,406,406494,1,2,2,1,1,4,4,1,1,1,1,1,1,2,10, , ,4,1,1,2,2,3, ,3,3,3,3,3,3,2,2,2,2,8,8,1, ,11, ,2,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,1,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,42,1,3,0, ,2, , ,6,1,2,2,1,1,5,5,2, , ,4,1,8, , , , , , ,2,1,4,1,1,2, ,1,3,1,3,1,2,1,0,8,1,1,6,0,1,2,1.51219512195122,2
2355,1,4,56,0,49019,102305,m,R,3,49,435,435259,1,2,2,1,1,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,57, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,75,2, , , , , , ,3,3,3,2,1,1,3,2,4, , , , ,5, , , , , , ,4,1,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.26829268292683,2
2356,1,2,2,16980,18089,102405,c,U,1,18,219,219949,2,2,2,2,3,4,2,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,75,2, , , , , , ,2,4,2,2,2,2,9,5,1, ,2, , ,9, , , , , , ,4,4,1,2,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,2,3.36585365853659,2
2357,1,3,18,37340,12009,102405,e,S,2,12,321,321636,2,2,1,3,3,3,2,2,1,1,2,2, , ,5, ,1,6,1,4,2,2,3, ,3,3,3,3,3,3,5,8,8,8,8,8,5,2, ,2,4,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,81,2, , , , , , ,2,3,3,2,2,2,3,2,1, ,1,1,1,2, , , , , , ,4,3,1,2,1,2, ,1,3,4,3,2, ,99, ,99,9, ,5,1,1,3,3.1219512195122,2
2358,1,3,34,33100,12011,102605,e,S,2,12,954,954438,1,2,2,2,2,4,3,3,1,1,1,2, , ,12, ,1,2,1,1,2,2,3, ,3,3,2,2,2,2,1,1,1,1,8,8,1, ,9, ,2,1,2,2, , , , , , , , , , , , , ,1,1,8,1,2,2,2,2, , , , , , , , ,1,1,2, , ,3, , , , , ,1,37,1,2,0, ,1, , ,6,1,2,2,1,1,5,4,2, , ,2,1,8, , , , , , ,2,4,4,1,1,2, ,1,3,1,4,1,2,1,0,8,1, ,6,1,1,2,1.82926829268293,2
2359,1,3,35,0,21155,102605,e,R,3,21,270,270692,9,1,1,1,1,4,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,72,2, , , , , , ,3,4,3,2,1,9,4,2,1, ,1, , ,1, , , , , , ,4,1,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,2
2360,1,3,35,25180,24043,102605,e,S,2,24,301,301739,2,2,9,9,4,4,4,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,90,2, , , , , , ,1,3,3,2,1,4,9,5,1, ,9, , ,9, , , , , , ,4,2,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,2.19512195121951,2
2361,1,3,35,31140,21029,102605,e,S,2,21,502,502957,2,2,4,1,1,2,4,1,1,1,1,1,1,1,10, , ,4, ,1,2,1,3, ,3,3,3,3,3,3,3,8,4,4,8,8,1, ,10, ,2,2, , , , , , , , , , , , , , , ,2,1,1,8,1,8,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,41,1,1,0,2, , , ,3,1,3,2,1,3,4,5,97, , ,1,1,7, , , , , , ,2,2,2,1,1,2, ,1,3,1,3,1,2,2,0,8,0,3,6,0,0,3,3.26829268292683,2
2362,1,3,35,27260,12031,102605,e,U,1,12,904,904693,2,2,1,2,4,9,4,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,32, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,69,2, , , , , , ,1,3,3,2,1,4,9,2,4, , , , ,9, , , , , , ,4,4,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.53658536585366,2
2363,1,3,35,39580,37183,102605,e,U,1,37,919,919325,2,2,4,1,2,1,4,1,1,1,1,1,1,1,10, , ,1, ,2,1,1,1, ,2,2,1,3,3,3,2,2,2,2,2,2,6,2, ,2,4,1,1,1,2, , , , , , , , , ,2,2,2,1,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , , , , ,2,27,2, , , , , , ,7,1,2,2,1,2,1,5,1, ,2,2,1,4, , , , , , ,1,3,4,1,1,1, ,1,3,1,4,1, ,99, ,99,9,3,6,0,0,2,2.31707317073171,2
2364,1,1,36,14860,9001,102605,e,S,2,9,203,203761,1,1,1,4,1,2,4,1,1,1,1,1,1,1,3, , ,2, ,1,2,1,3, ,3,3,3,3,3,1,1,2,2,2,8,4,6,2, ,9,4,2, , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , ,1,27,2, , , , , , ,6,4,2,2,1,1,5,1,3, , ,2,9,8, , , , , , ,1,4,4,1,1,2, ,1,3,1,3,1, ,99, ,99,9,3,2,0,0,2,3.4390243902439,2
2365,1,2,36,17460,39035,102605,e,U,1,39,216,216441,2,2,2,2,4,4,1,2,2,1,2,2, , ,5, ,2, ,2, ,2,2,3, ,3,3,3,3,3,3,1,8,4,3,8,8,6,2, ,1,3,2, , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , ,3,9,1,2,1,28,1,3,0, ,0, , ,3,1,3,2,2,3,3,5,97, , , , ,3, , , , , , ,1,5,2,2,1,2, ,1,0,9,3,2,2,2,0,8,0, ,5,2,2,3,4.83,2
2366,1,3,36,25180,24043,112805,e,S,2,24,301,301797,1,1,1,3,3,4,1,3,1,1,1,1,1,2,6, , ,3,1,4,2,1,3, ,2,3,3,3,3,3,2,2,2,2,8,8,1, ,14, ,2,2, , , , , , , , , , , , , , , ,2,8,8,2,1,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,38,1,1,1,2, ,1, ,3,2,3,2,1,1,3,2,2, , ,1,2,7, , , , , , ,2,2,2,1,1,2, ,1,3,3,3,1,2,2,2,1,1,1,6,0,1,3,3.26829268292683,2
2367,1,3,36,27260,12031,102605,e,U,1,12,904,904781,2,2,1,2,1,4,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,2, , , , , , ,3,3,3,2,1,2,3,2,1, ,1, , ,2, , , , , , ,4,4,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.53658536585366,2
2368,1,3,37,27260,12031,102605,e,U,1,12,904,904786,9,1,1,2,3,4,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,93,2, , , , , , ,2,3,3,2,1,2,3,2,2, , , , ,9, , , , , , ,4,4,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.53658536585366,2
2369,1,1,37,0,42107,102605,e,R,3,42,570,570682,2,2,1,1,2,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,68,2, , , , , , ,5,3,3,2,1,1,4,2,1, ,2, , ,3, , , , , , ,4,2,3,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.24390243902439,2
2370,1,1,37,35620,34013,112805,e,S,2,34,973,973763,2,9,4,1,2,1,9,1,1,1,1,1,1,1,7, , ,1, ,1,1,1,3, ,2,3,3,3,3,3,5,2,8,3,8,8,5,2, ,2,4,1,1,1,7, , , , , , , , , ,9,2,2,8,2,1,8,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,67,2, , , , , , ,5,1,3,2,1,2,1,5,97, , ,1,3,9, , , , , , ,4,5,3,1,1,1, ,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,1.68292682926829,2
2371,1,3,38,47900,24017,102605,e,S,2,24,301,301934,2,2,3,1,3,1,4,1,1,1,1,1,1,2,6, , ,2,1,3,2,1,3, ,3,3,3,3,3,3,2,3,2,3,8,8,6,1,5, ,1,2, , , , , , , , , , , , , , , ,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2, ,2,1,2, , ,1, , , , , ,1,28,2, , , , , , ,7,1,3,2,1,2,2,3,1, ,2,2,1,4, , , , , , ,1,2,4,1,1,2, ,1,3,2,4,1, ,99, ,99,9,1,6,0,1,3,2.97560975609756,2
2372,1,3,38,31140,21163,102605,e,S,2,21,270,270422,2,1,3,1,2,2,2,1,1,1,1,2, , ,4, ,1,4,2, ,2,2,3, ,2,3,3,3,2,3,2,2,8,2,8,8,1, ,23, ,2,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,41,1,0,1, , ,1, ,3,1,3,2,1,3,3,5,2, , ,1, ,6, , , , , , ,2,1,2,1,1,2, ,1,1,4,3,1,0,8,2,1,1, ,4,1,2,3,2.21951219512195,2
2373,1,3,38,49180,37067,102605,e,U,1,37,336,336722,2,1,1,1,4,4,1,1,1,1,1,2, , ,1, ,1,4,2, ,2,2,3, ,3,3,3,3,3,3,2,3,3,3,8,9,1, ,26, ,2,2, , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2, , , , , , , , ,2,1,2, , ,3, , , , , ,1,47,2, , , , , , ,3,4,3,2,2,2,4,3,1, ,1,1, ,4, , , , , , ,2,3,2,2,1,2, ,1,1,4,1,1, ,99, ,99,9, ,1,1,2,3,3.1219512195122,2
2374,1,1,38,0,42107,102605,e,R,3,42,570,570385,2,1,2,1,1,1,3,1,1,1,1,1,1,2,7, , ,1,1,6,2,1,3, ,3,3,3,3,3,3,2,8,8,4,4,8,1, ,20, ,2,1,1,1, , , , , , , , , , , , , ,1,2,8,1,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,48,1,0,2, , , ,2,7,2,3,2,1,2,1,2,1, ,2,1,2,6, , , , , , ,2,2,4,1,1,2, ,1,3,1,4,1,0,8,2,1,1,1,6,0,1,3,1.09756097560976,2
2375,1,2,38,26100,26139,102605,e,S,2,26,616,616772,1,1,1,2,4,4,2,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,75,2, , , , , , ,5,3,3,2,1,9,4,2,1, ,1, , ,9, , , , , , ,4,3,3,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.29268292682927,2
2376,1,3,38,11340,45007,102605,e,S,2,45,864,864947,2,2,2,2,3,2,2,2,1,1,1,1,1,1,5, , ,1, ,1,2,1,3, ,2,3,3,3,3,3,2,3,2,3,3,3,6,1,2, ,1,2, , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2, ,1,1,2, , ,2, , , , , ,1,23,2, , , , , , ,6,1,3,2,4,2,2,4,1, ,1,3,1,4, , , , , , ,1,2,4,4,1,2, ,1,3,1,4,1, ,99, ,99,9,3,5,0,0,3,1.63414634146341,2
2377,1,3,27,12580,24013,102705,e,S,2,24,410,410848,2,1,2,1,3,9,3,1,1,1,1,2, , ,8, ,1,4,2, ,2,3,3, ,3,3,3,2,3,3,2,2,1,8,8,8,1, ,20, ,2,2, , , , , , , , , , , , , , , ,1,2,8,1,8,1,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,2,38,1,0,1, , ,1, ,5,1,3,2,1,3,2,4,97, , ,3, ,9, , , , , , ,2,3,3,1,1,2, ,0,1,4,3,1,0,8,2,1,1, ,6,1,2,3,2.29268292682927,2
2378,1,3,39,37980,10003,102705,e,S,2,10,302,302838,2,2,1,1,4,9,1,1,1,1,2,1,1,2,2, , ,4,2, ,2,2,3, ,3,3,3,3,3,3,4,4,4,4,4,4,1, ,49, ,2,2, , , , , , , , , , , , , , , ,2,1,8,2,2,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,78,2, , , , , , ,3,4,3,1,9,2,1,2,1, ,2,1, ,9, , , , , , ,4,4,2,3,1,2, ,1,1,4,1,2, ,99, ,99,9,1,2,0,2,3,2.58536585365854,2
2379,1,1,39,40380,36055,102705,e,S,2,36,585,585426,2,1,1,1,2,3,4,2,1,1,1,1,2,1,5, ,1,5, ,4,2,1,3, ,3,3,3,3,3,3,2,2,2,3,8,8,6,2, ,2,4,2, , , , , , , , , , , , , , , ,2,2,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , , ,2,38,2, , , , , , ,6,1,3,2,1,3,3,3,1, ,1,1,1,4, , , , , , ,2,4,4,1,1,2, ,1,3,4,3,1, ,99, ,99,9,2,5,1,0,3,1.5609756097561,2
2380,1,3,39,23580,13139,111305,e,S,2,13,770,770287,2,3,2,1,2,3,2,1,1,1,1,2, , ,1, ,1,4,2, ,2,2,3, ,3,2,3,3,3,3,2,3,8,8,8,8,1, ,16, ,2,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , ,9, ,2, , ,2, , , , , ,1,35,1,1,0,1, , , ,3,1,3,2,1,2,9,4,1, ,2,3, ,1, , , , , , ,2,3,2,1,1,2, ,1,1,4,1,1,2,1,0,8,1, ,1,1,2,3,3.63414634146342,2
2381,1,3,40,49180,37067,111305,e,U,1,37,336,336659,2,1,2,1,4,1,4,1,1,1,1,1,1,2,8, , ,2,1,1,2,1,3, ,3,3,2,2,3,3,2,4,8,3,8,8,1, ,11, ,2,1,2,2, , , , , , , , , , , , , ,8,8,8,8,1,8,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,51,2, , , , , , ,7,1,3,2,3,2,1,3,97, , ,3,1,6, , , , , , ,3,3,4,4,1,2, ,1,3,1,4,1, ,99, ,99,9,1,6,0,1,3,1.4390243902439,2
2382,1,1,40,44140,25013,111305,e,S,2,25,413,413596,2,2,3,1,1,3,3,3,1,1,1,1,1,2,5, , ,1,1,1,2,2,3, ,2,3,3,3,2,3,2,3,2,8,8,8,1, ,12, ,2,1,1,2, , , , , , , , , , , , , ,8,1,1,1,1,8,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,43,1,2,0, ,2, , ,6,1,3,2,1,1,4,4,2, , ,3,1,9, , , , , , ,2,3,4,1,1,2, ,1,3,1,4,1,2,1,0,8,1,1,5,0,1,3,1.4390243902439,2
2383,1,3,40,12060,13089,111305,e,S,2,13,770,770270,1,1,2,2,1,4,2,1,1,1,1,1,1,2,20, , ,1,1,1,2,1,3, ,2,3,2,2,3,3,5,3,2,8,8,8,1, ,2, ,1,1,2,2, , , , , , , , , , , , , ,1,8,8,8,2,8,1,1,1,2,2,2,2,2,1,2,3, ,2, , ,1, , , , , ,1,40,1,4,0, ,3, , ,7,1,2,2,1,1,5,2,2, , ,2,1,9, , , , , , ,2,5,4,1,1,2, ,1,3,1,4,1,2,1,0,8,1,1,6,0,1,2,2.36585365853659,2
2384,1,2,40,22420,26049,111305,e,S,2,26,810,810659,1,1,1,2,4,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,81,2, , , , , , ,3,3,3,2,1,3,4,2,2, , , , ,2, , , , , , ,4,3,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.36585365853659,2
2385,1,1,41,0,36045,111405,e,R,3,36,315,315782,1,2,1,2,1,4,1,2,1,1,1,1,1,2,7, , ,1,2, ,2,2,3, ,3,3,3,2,3,3,1,2,8,1,8,8,1, ,21, ,2,2, , , , , , , , , , , , , , , ,2,2,8,8,8,1,2,2, , , , , , , , ,2,3,2, , ,4,2, , , , ,2,46,1,0,1, , ,1, ,3,4,3,2,1,1,4,2,1, ,1,9, ,3, , ,AT CHURCH, , , ,2,1,2,1,1,2, ,1,1,1,4,1,0,8,2,1,1,1,6,0,2,3,1.80487804878049,2
2386,1,1,41,35620,34025,111405,e,S,2,34,732,732787,2,2,4,2,1,4,4,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,0, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,51,1,2,1, ,1,1, ,3,1,3,2,1,3,4,5,97, , , , ,1, , , , , , ,3,4,2,1,0,99, ,0,9,98,98,9,2,1,2,1,1, , , , ,3,2.80487804878049,2
2387,1,3,6,0,48171,111405,c,R,3,48,830,830997,1,2,1,1,1,4,1,2,1,1,2,2, , ,6, ,1,4,1,1,2,3,3, ,3,3,3,3,2,3,1,2,2,2,8,4,1, ,0, ,1,2, , , , , , , , , , , , , , , ,1,2,8,1,8,1,2,2,2,2,2,2,2,2,2, ,2,1,2, , ,1, , , , , ,1,25,2, , , , , , ,5,1,3,2,1,1,3,3,1, ,2,1,1,9, , , , , , ,1,1,3,1,1,2, ,0,3,1,3,2, ,99, ,99,9, ,6,1,1,3,3.31707317073171,2
2388,1,3,6,0,5107,111405,c,R,3,5,870,870572,2,2,1,9,9,4,4,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,60, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,76,2, , , , , , ,1,3,3,2,2,2,5,2,1, ,1, , ,1, , , , , , ,4,1,1,2,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,4.19512195121951,2
2389,1,2,7,33140,18091,111405,c,S,2,18,219,219326,2,1,2,2,2,2,2,2,1,1,1,2, , ,6, ,2, ,1,5,2,2,3, ,3,3,3,2,3,2,2,3,2,2,8,8,1, ,36, ,2,1,1,1, , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,56,2, , , , , , ,6,1,3,2,1,3,2,5,98,1,2, ,2,9, , , , , , ,3,2,4,1,1,2, ,1,2,5,3,1, ,99, ,99,9, ,6,2,1,3,1.70731707317073,2
2390,1,4,57,0,30097,111405,m,R,3,30,406,406932,2,3,2,1,2,4,2,1,1,1,1,9, , ,10, ,1,5,2, ,2,2,3, ,3,3,9,3,3,3,2,2,8,8,8,8,1, ,20, ,2,2, , , , , , , , , , , , , , , ,2,2,8,8,8,8,2,2, , , , , , , , ,1,3,2, , ,1, , , , , ,2,40,1,1,1,2, ,1, ,3,4,3,2,1,3,3,3,1, ,1,3, ,9, , , , , , ,2,1,2,1,1,2, ,1,1,5,3,1,2,2,2,1,1, ,6,1,2,3,2.85365853658537,2
2391,1,4,2,28420,53005,111405,p,U,1,53,509,509586,2,1,1,1,1,4,1,1,1,1,1,1,1,2,0,11, ,3,2, ,2,2,3, ,3,3,3,3,3,3,1,3,8,2,8,8,1, ,40, ,2,2, , , , , , , , , , , , , , , ,2,8,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,9, , , , , ,1,71,2, , , , , , ,9,3,3,2,9,3,9,9,99,1,1,1, ,9, , , , , , ,4,1,9,9,1,2, ,1,1,3,1,1, ,99, ,99,9,1,1,0,2,3,1.58536585365854,2
2392,1,2,41,22420,26049,111505,e,S,2,26,810,810694,1,2,1,1,3,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,6,1,0, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,30,1,2,0, ,2, , ,2,4,3,2,1,1,2,4,97, , , , ,2, , , , , , ,2,3,1,1,0,99, ,0,9,98,98,9,2,1,0,8,1, , , , ,3,4.63414634146341,2
2393,1,3,41,0,37189,111505,e,R,3,37,828,828264,2,2,1,2,2,4,3,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,71,2, , , , , , ,2,2,3,2,2,2,5,5,1, ,1, , ,3, , , , , , ,4,2,1,2,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,2.80487804878049,2
2394,1,3,41,0,37125,111505,e,R,3,37,910,910215,2,1,1,1,2,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,53, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,74,2, , , , , , ,6,3,3,2,1,2,3,2,1, ,2, , ,5, , , , , , ,4,2,4,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.04878048780488,2
2395,1,3,41,33100,12011,111505,e,S,2,12,954,954969,2,2,2,1,1,4,1,1,1,1,1,1,1,2,3, , ,2,2, ,2,1,3, ,3,3,3,3,3,3,2,1,8,8,8,8,1, ,52, ,2,2, , , , , , , , , , , , , , , ,8,8,1,8,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,74,2, , , , , , ,5,3,3,2,1,2,4,3,2, , ,1, ,2, , , , , , ,4,4,3,1,1,2, ,1,1,2,3,1, ,99, ,99,9,1,2,0,2,3,1.75609756097561,2
2396,1,1,42,37980,42091,111505,e,S,2,42,215,215517,2,1,4,1,2,1,4,2,1,1,1,1,2,1,10, ,1,3, ,1,2,1,3, ,3,3,1,3,3,3,2,2,8,8,8,8,1, ,12, ,2,2, , , , , , , , , , , , , , , ,8,8,8,8,8,8,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,39,2, , , , , , ,7,1,3,2,1,2,2,5,97, , ,3,1,8, , , , , , ,2,4,4,1,1,2, ,1,3,1,3,1, ,99, ,99,9,2,6,1,0,3,1.65853658536585,2
2397,1,3,42,0,37189,111505,e,R,3,37,828,828297,2,1,3,1,2,2,4,1,1,1,1,2, , ,8, ,1,2,2, ,2,2,3, ,2,3,2,2,2,3,2,3,3,3,8,8,3,1,2, ,1,2, , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,4,98, , , , ,1,62,2, , , , , , ,6,3,3,2,1,3,2,5,1, ,2,1, ,4, , ,PROPERTY BOTH OWNED, , , ,3,2,4,1,1,2, ,1,1,2,4,1, ,99, ,99,9, ,6,1,2,3,1.73170731707317,2
2398,1,1,43,37980,42091,112805,e,S,2,42,215,215576,1,3,1,1,9,2,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,63, ,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,90,2, , , , , , ,7,3,3,2,1,2,3,1,3, , , , ,6, , , , , , ,4,4,4,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.41463414634146,2
