psraid,comp,cregion,rep,msa,fips,int_date,tz,usr,usr1,state,area,areaexch,q1,q2,q3a,q3b,q3c,q3d,q3e,q3f,q5,q6a,q6b,q7,q8,q9,q12,q12.1,q13,q14,q15,q16,datenew,activ01,activ17,activ33,activ54,activ58,activ71,activ73,activ82,activ87,q17,q19a,q19b,q19c,q19d,q19e,mar,mar2,mar3,mar4,margroup,date01a,date01b,date01c,date02_1,date02_2,date02_3,date02_4,date02_5,date02_6,date02_7,date02_8,date02_9,date02_0,date03,date04a,date04b,date05a,date05b,date05c,date05d,date05e,date05f,date06a,date06b,date06c,date06d,date06e,date06f,date06g,date06h,date07,date08,date09,date10,date11,date12,date12cd,date13,date13cd,date14,date15,date16,date17,sex,age,par,d2b,d2c,d2d,d2e,d2f,d2g,educ,empl,stud,hisp,race,polaf,polid,d6,d7,d8,d9,modem,bbw,inc,date02os,date12os,date13os,date14os,religos,modemos,recage2,density3,receduc,racethn,i_user,onldat,dow,e_user,homework,often,usertype,recq6ab,d2brec,child11,d2crec,child17,childol,online,long,olhome,olwork,student,denwt,file
43,1,1,52,30340,23001,100705,e,S,2,23,207,207353,1,2,1,1,2,4,1,1,1,1,1,2, , ,4, ,1,4,1,6,2,2,3, ,3,3,3,2,3,3,2,3,3,3,8,4,1, ,4, ,1,2, , , , , , , , , , , , , , , ,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,2, , , , , ,1,25,2, , , , , , ,3,1,3,2,1,3,4,2,1, ,1,1,9,3, , , , , , ,1,2,2,1,1,2,5,1,3,4,3,1, ,99, ,99,9, ,4,1,1,3,3.125,1
44,1,1,85,0,23009,92005,e,R,3,23,207,207374,2,1,2,2,4,2,4,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,56, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,79,2, , , , , , ,7,3,3,2,1,3,2,4,1, ,2, , ,6, , , , , , ,4,1,4,1,0,99,2,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,1
45,1,1,119,38860,23023,93005,e,S,2,23,207,207443,2,2,2,1,3,2,4,2,1,1,1,1,1,1,7, , ,2, ,1,2,1,3, ,3,3,2,3,3,3,2,2,3,2,3,4,6,2, ,2,4,2, , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,40,2, , , , , , ,6,1,3,2,1,2,1,4,1, ,2,1,1,4, , , , , , ,2,2,4,1,1,2,5,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,1.54166666666667,1
46,1,1,99,0,23015,93005,e,R,3,23,207,207549,2,2,2,1,2,4,1,2,1,1,1,2, , ,5, ,1,3,1,3,2,2,3, ,3,3,3,3,3,3,2,3,1,3,8,8,1, ,7, ,2,2, , , , , , , , , , , , , , , ,2,8,1,1,2,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,31,1,1,0,1, , , ,5,1,3,2,1,3,4,4,1, ,1,1,2,3, , , , , , ,2,1,3,1,1,2,5,1,3,3,3,1,2,1,0,8,1, ,5,1,1,3,2.625,1
47,1,1,127,0,23027,92805,e,R,3,23,207,207568,2,2,4,1,2,1,1,4,1,1,1,2, , ,8, ,1,2,2, , ,2,3,3,3,3,3,3,3,3,2,8,8,8,8,8,1, ,12, ,2,2, , , , , , , , , , , , , , , ,8,2,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,28,1,2,0, ,0, , ,5,4,3,2,1,3,3,5,97, , ,1, ,4, , , , , , ,1,1,3,1,1,2,3,1,1,2,4,1,2,2,0,8,0, ,6,1,2,3,3.22916666666667,1
48,1,1,65,38860,23005,92605,e,S,2,23,207,207583,2,9,4,1,1,1,2,1,1,1,1,1,2,1,10, ,1,4, ,4, ,2,3,3,3,3,3,3,3,3,5,2,8,8,8,8,1, ,10, ,2,2, , , , , , , , , , , , , , , ,2,8,2,2,2,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,37,1,1,0,2, , , ,4,1,3,2,1,3,4,5,97, , ,1,1,8, , , , , , ,2,3,2,1,1,2,1,1,3,4,3,1,2,2,0,8,0,2,6,1,0,3,2.625,1
49,1,1,71,38860,23005,92305,e,S,2,23,207,207642,9,2,1,1,4,4,4,1,1,1,1,1,1,2,8, , ,2,1,5, ,1,3,3,3,3,3,3,3,3,2,2,2,2,8,4,1, ,22, ,2,2, , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,47,1,0,2, , , ,1,5,1,3,2,1,3,3,4,1, ,1,3,9,4, , , , , , ,2,3,3,1,1,2,5,1,3,2,4,1,0,8,2,1,1,1,6,0,1,3,1.79166666666667,1
50,1,1,141,38860,23031,92205,e,S,2,23,207,207646,1,3,1,2,1,2,2,3,1,1,1,1,1,2,12, , ,2,2, , ,1,3,3,3,3,2,3,1,3,2,1,2,2,8,8,1, ,45, ,2,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , ,2,1,2, , ,1, , , , , ,2,67,2, , , , , , ,6,3,3,2,1,1,4,2,1, ,1,2, ,7, , , , , , ,4,2,4,1,1,2,4,1,1,2,4,1, ,99, ,99,9,1,6,0,2,3,1,1
51,1,1,103,0,23017,92105,e,R,3,23,207,207665,2,2,2,2,3,2,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,62,2, , , , , , ,5,4,3,2,1,2,3,4,2, , , , ,2, , , , , , ,3,1,3,1,0,99,3,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.27083333333333,1
52,1,1,118,38860,23023,92205,e,S,2,23,207,207666,2,3,1,1,1,4,4,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,1,3,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,1,47,1,0,2, , , ,2,5,1,3,2,1,3,3,5,1, ,2, , ,5, , , , , , ,2,2,3,1,0,99,4,0,9,98,98,9,0,8,2,1,1, , , , ,3,1.8125,1
53,1,1,91,0,23011,92605,e,R,3,23,207,207685,9,1,1,3,1,4,1,1,1,1,1,2, , ,5, ,1,3,1,4, ,2,3,3,3,3,2,2,3,3,2,1,8,8,8,8,1, ,37, ,2,2, , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,56,2, , , , , , ,3,2,3,2,1,3,4,2,2, , ,3,1,7, , , , , , ,3,2,2,1,1,2,1,1,3,3,3,1, ,99, ,99,9, ,5,1,1,3,1.8125,1
54,1,1,114,12620,23019,92205,e,S,2,23,207,207732,2,2,2,2,1,4,4,3,1,1,1,2, , ,5, ,1,4,2, , ,2,3,3,3,3,3,3,3,3,2,8,8,8,3,8,1, ,22, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,2,8,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,58,1,1,0,2, , , ,3,5,3,2,1,3,9,2,1, ,2,1, ,4, , , , , , ,3,1,2,1,1,2,4,1,1,4,3,1,2,2,0,8,0, ,5,1,2,3,1.64583333333333,1
55,1,1,48,30340,23001,91505,e,U,1,23,207,207782,1,2,1,2,9,4,1,2,1,1,1,1,1,2,5, , ,1,2, , ,1,3,3,3,3,3,2,3,3,2,2,8,2,8,8,6,2, ,2,4,2, , , , , , , , , , , , , , , ,1,1,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,52,2, , , , , , ,3,1,3,2,1,2,5,2,1, ,1,2, ,2, , , , , , ,3,2,2,1,1,2,4,1,1,1,4,1, ,99, ,99,9,1,5,0,2,3,1.66666666666667,1
56,1,1,81,0,23007,92305,e,R,3,23,207,207864,2,1,1,1,4,2,3,2,1,1,1,2, , ,5, ,1,3,1,4, ,2,3,3,3,2,3,3,3,3,2,3,3,2,8,4,1, ,23, ,2,1,1,2, , , , , , , , , , , , , ,2,2,8,2,1,2,2,2, , , , , , , , ,2,1,2, , ,2, , , , , ,1,50,1,0,1, , ,1, ,7,1,2,2,1,3,2,1,1, ,1,1,2,2, , , , , , ,3,1,4,1,1,2,5,1,3,3,3,1,0,8,2,1,1, ,5,1,1,2,1.25,1
57,1,1,70,38860,23005,91805,e,S,2,23,207,207883,2,3,1,1,4,1,3,2,1,1,1,2, , ,0,1,1,5,2, , ,2,3,3,3,3,3,3,3,3,2,4,4,4,4,4,5,2, ,2,4,1,1,2, , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,68,2, , , , , , ,7,3,3,2,1,2,2,2,1, ,2,1, ,6, , , , , , ,4,3,4,1,1,2,7,1,1,5,1,1, ,99, ,99,9, ,0,1,2,3,1,1
58,1,1,66,38860,23005,92505,e,S,2,23,207,207892,1,2,4,1,9,4,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,50, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,68,2, , , , , , ,3,3,3,2,1,3,3,5,1, ,2, , ,3, , , , , , ,4,3,2,1,0,99,7,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.41666666666667,1
59,1,1,104,0,23017,92105,e,R,3,23,207,207966,2,2,2,1,3,3,1,2,1,1,1,1,1,2,99, , ,2,1,1, ,1,3,3,3,3,3,3,3,3,3,3,8,8,8,8,1, ,31, ,2,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,2,55,2, , , , , , ,5,1,3,2,1,3,2,5,1, ,2,2,1,6, , , , , , ,3,1,3,1,1,2,3,1,3,1,9,1, ,99, ,99,9,1,9,0,1,3,1.27083333333333,1
60,1,1,136,38860,23031,100305,e,S,2,23,207,207985,1,3,2,2,2,4,2,2,1,1,1,2, , ,16, ,1,3,2, ,2,2,3, ,3,3,3,2,3,3,2,2,1,8,8,8,1, ,26, ,2,1,9,2, , , , , , , , , , , , , ,1,2,1,2,1,2,2,2, , , , , , , , ,2,1,2, , ,2, , , , , ,1,65,2, , , , , , ,6,3,3,2,1,1,5,4,1, ,2,3, ,6, , , , , , ,4,2,4,1,1,2,1,1,1,3,3,1, ,99, ,99,9, ,6,1,2,3,1.08333333333333,1
61,1,4,105,0,16017,92105,p,R,3,16,208,208265,1,2,1,3,2,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,25, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,50,1,0,2, , , ,2,5,2,3,2,1,3,4,2,1, ,1, , ,3, , , , , , ,3,1,3,1,0,99,3,0,9,98,98,9,0,8,2,1,1, , , , ,3,1.25,1
62,1,4,76,14260,16001,92505,m,U,1,16,208,208322,2,2,1,1,2,1,2,2,1,1,1,1,1,2,10, , ,2,1,2, ,2,3,3,2,3,3,3,2,3,2,2,2,2,8,8,1, ,24, ,2,1,9,2, , , , , , , , , , , , , ,1,2,2,2,2,1,1,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,54,2, , , , , , ,7,1,3,2,1,3,2,3,1, ,1,3,1,8, , , , , , ,3,2,4,1,1,2,7,1,3,2,4,1, ,99, ,99,9,1,6,0,1,3,1.35416666666667,1
63,1,4,83,14260,16001,91905,m,U,1,16,208,208336,9,2,1,1,9,9,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,2, , , , , , ,5,3,3,2,9,3,4,3,1, ,2, , ,9, , , , , , ,4,2,3,9,0,99,1,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.0625,1
64,1,4,145,0,16065,100305,m,R,3,16,208,208356,1,9,1,1,1,4,2,1,1,1,1,2, , ,6, ,1,2,2, ,2,2,3, ,3,3,3,3,3,3,2,3,4,4,8,8,1, ,1, ,1,2, , , , , , , , , , , , , , , ,2,1,8,2,1,1,2,2,2,2,2,2,2,1,2, ,3, ,2, , ,2, , , , , ,2,23,2, , , , , , ,6,4,2,1,6,4,3,2,4, , ,2, ,1, , , , , , ,1,1,4,3,1,2,1,1,1,2,4,1, ,99, ,99,9, ,6,1,2,2,3.89583333333333,1
65,1,4,115,14260,16027,93005,m,S,2,16,208,208459,2,1,1,1,2,1,3,1,1,1,1,1,1,2,3, , ,3,2, ,2,1,3, ,3,3,3,3,2,3,1,3,3,2,8,8,3,2, ,2,4,1,1,1, , , , , , , , , , , , , ,1,2,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , , ,2,68,2, , , , , , ,7,2,2,2,1,3,9,2,1, ,2,1, ,3, , , , , , ,4,2,4,1,1,2,5,1,1,3,2,1, ,99, ,99,9,1,2,0,2,2,1,1
66,1,4,119,14260,16027,101105,m,U,1,16,208,208465,1,2,1,1,1,4,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,76,2, , , , , , ,3,3,3,2,1,1,5,2,1, ,1, , ,9, , , , , , ,4,2,2,1,0,99,2,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.16666666666667,1
67,1,4,95,38540,16005,92105,m,U,1,16,208,208478,1,2,1,2,1,4,1,2,1,1,1,2, , ,1, ,1,4,2, , ,2,3,3,3,3,3,3,3,3,2,4,4,2,4,4,1, ,6, ,2,1,1,1, , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,49,1,1,1,2, ,1, ,5,2,3,2,1,4,4,2,4, , ,3, ,2, , , , , , ,2,1,3,1,1,2,3,1,1,4,1,1,2,2,2,1,1, ,1,1,2,3,1.25,1
68,1,4,108,26820,16019,92105,m,U,1,16,208,208524,2,1,4,1,2,2,3,2,1,1,1,2, , ,4, ,1,6,2, , ,2,3,3,3,3,3,3,3,3,1,2,1,2,8,8,1, ,28, ,2,1,1,2, , , , , , , , , , , , , ,2,2,1,1,1,1,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,49,2, , , , , , ,3,1,3,2,1,1,3,5,97, , ,3, ,9, , , , , , ,2,1,2,1,1,2,3,1,1,6,3,1, ,99, ,99,9, ,4,1,2,3,1.6875,1
69,1,4,160,0,16087,100505,m,R,3,16,208,208549,2,2,2,2,1,3,2,2,1,1,2,2, , ,4, ,2, ,1,5,2,2,3, ,3,3,3,3,3,3,2,8,8,2,8,8,1, ,35, ,2,2, , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,52,2, , , , , , ,3,1,3,2,1,9,3,9,98,1,2, ,3,4, , , , , , ,3,1,2,1,1,2,3,1,2,5,3,2, ,99, ,99,9, ,4,2,1,3,1.22916666666667,1
70,1,4,125,0,16039,92805,m,R,3,16,208,208587,1,2,2,2,2,3,3,2,1,1,1,1,1,1,8, , ,2, ,1, ,1,3,3,2,3,2,3,2,3,2,3,3,3,3,3,1, ,2, ,1,1,1,1, , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,2,1,2, , ,1, , , , , ,1,39,1,1,2,1, , ,2,5,1,3,2,1,1,4,5,2, , ,2,1,6, , , , , , ,2,1,3,1,1,2,3,1,3,1,4,1,2,1,2,1,1,3,6,0,0,3,2.16666666666667,1
71,1,4,159,0,16085,100705,m,R,3,16,208,208634,1,1,2,1,2,4,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,50,2, , , , , , ,9,1,3,2,1,1,4,3,1, ,1, , ,1, , , , , , ,3,1,9,1,0,99,5,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,1
72,1,4,148,30300,16069,100305,p,U,1,16,208,208743,2,2,4,1,1,9,4,1,1,1,2,1,1,2,6, , ,2,2, ,2,3,3, ,3,3,2,3,3,3,2,3,2,2,4,4,6,2, ,1,3,1,1,2, , , , , , , , , , , , , ,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , ,8,2,1,20,1,18,2, , , , , , ,3,2,3,2,1,2,1,4,97, , ,3, ,2, , , ,christian, , ,1,1,2,1,1,2,1,0,1,2,4,2, ,99, ,99,9,1,6,0,2,3,2.3125,1
73,1,4,142,0,16057,100205,p,R,3,16,208,208882,2,1,2,2,2,4,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,6, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,47,2, , , , , , ,3,1,3,2,1,1,4,5,99,1,2, , ,3, , , , , , ,2,1,2,1,0,99,7,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.6875,1
74,1,4,70,14260,16001,91805,m,S,2,16,208,208939,2,2,2,2,2,3,2,2,1,1,1,2, , ,5, ,1,3,1,2, ,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,1, ,24, ,2,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,45,1,0,4, , , ,4,6,1,3,2,1,3,3,4,1, ,2,2,1,7, , , , , , ,2,2,4,1,1,2,7,1,3,2,3,1,0,8,2,1,1, ,5,1,1,3,1.35416666666667,1
75,1,4,72,44700,6077,92505,p,S,2,6,209,209239,2,2,2,2,1,3,3,3,1,1,1,2, , ,10, ,2, ,1,4, ,2,3,3,3,3,3,3,3,3,2,8,3,3,8,8,1, ,10, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,2,53,2, , , , , , ,3,1,3,1,1,3,4,4,2, , , ,1,5, , , , , , ,3,3,2,3,1,2,7,1,2,4,3,1, ,99, ,99,9, ,6,2,1,3,3.14583333333333,1
76,1,4,193,0,6005,101305,p,R,3,6,209,209245,2,1,2,1,2,1,4,1,1,1,1,1,1,2,15, , ,3,1,3,2,1,3, ,3,3,2,3,3,3,2,3,4,3,8,8,4,1,5, ,1,2, , , , , , , , , , , , , , , ,2,1,1,8,1,2,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,4,2, , , , ,1,58,2, , , , , , ,7,3,3,2,1,2,2,2,1, ,2,1,1,8, , ,CHURCH, , , ,3,1,4,1,1,2,4,1,3,3,3,1, ,99, ,99,9,1,6,0,1,3,1.14583333333333,1
77,1,4,192,0,6005,101305,p,R,3,6,209,209296,1,1,1,1,1,4,2,2,1,1,1,1,1,1,5, , ,1, ,1,2,1,3, ,3,3,3,3,3,3,2,2,2,2,8,8,1, ,30, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,50,2, , , , , , ,5,1,3,2,1,1,4,2,1, ,1,2,1,6, , , , , , ,3,1,3,1,1,2,4,1,3,1,4,1, ,99, ,99,9,3,5,0,0,3,1.60416666666667,1
78,1,4,70,44700,6077,93005,p,S,2,6,209,209369,2,1,1,1,1,1,3,2,1,1,1,2, , ,3, ,1,5,2, ,2,2,3, ,3,3,3,3,3,3,1,8,8,8,8,8,1, ,24, ,2,2, , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2, , , , , , , , ,1,2,2, , ,2, , , , , ,1,50,2, , , , , , ,6,1,3,2,1,1,2,4,7, , ,1, ,8, , , , , , ,3,3,4,1,1,2,5,1,1,5,2,1, ,99, ,99,9, ,2,1,2,3,1.33333333333333,1
79,1,4,32,32900,6047,92605,p,S,2,6,209,209392,9,2,1,2,4,2,4,1,1,1,1,1,1,1,15, , ,2, ,2, ,1,3,3,3,2,2,3,2,3,2,3,3,3,8,8,1, ,35, ,2,2, , , , , , , , , , , , , , , ,2,8,8,1,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,53,2, , , , , , ,7,1,3,2,1,2,1,2,1, ,2,2,1,6, , , , , , ,3,2,4,1,1,2,1,1,3,2,4,1, ,99, ,99,9,3,6,0,0,3,1.14583333333333,1
80,1,4,46,44700,6077,92805,p,U,1,6,209,209462,2,2,2,2,2,4,1,3,1,1,1,1,1,1,6, , ,2, ,2, ,1,3,3,3,3,3,3,3,3,1,8,8,8,8,8,1, ,31, ,2,2, , , , , , , , , , , , , , , ,2,2,1,8,1,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,51,2, , , , , , ,5,1,3,2,1,1,4,2,1, ,1,2,9,6, , , , , , ,3,3,3,1,1,2,3,1,3,2,4,1, ,99, ,99,9,3,6,0,0,3,1.6875,1
81,1,4,50,44700,6077,92305,p,U,1,6,209,209469,9,3,4,9,9,2,9,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,75,2, , , , , , ,5,3,3,2,1,2,3,5,97, , , , ,2, , , , , , ,4,3,3,1,0,99,5,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,1
82,1,4,54,44700,6077,100105,p,U,1,6,209,209473,2,1,4,1,4,1,4,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,34, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,58,2, , , , , , ,7,3,3,2,1,3,3,5,97, , , , ,6, , , , , , ,3,3,4,1,0,99,6,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.08333333333333,1
83,1,4,177,33700,6099,101005,p,U,1,6,209,209529,2,2,2,2,2,4,1,2,1,1,1,2, , ,5, ,1,4,1,1,2,2,3, ,3,3,3,3,3,3,1,3,8,1,8,8,1, ,12, ,2,1,1,1, , , , , , , , , , , , , ,1,1,1,1,2,1,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,46,1,0,4, , , ,3,5,1,3,1,6,2,4,2,2, , ,1,1,4, , , , , , ,2,2,3,3,1,2,1,1,3,1,3,1,0,8,2,1,1, ,5,1,1,3,2.08333333333333,1
84,1,4,169,33700,6099,101005,p,S,2,6,209,209537,2,2,2,2,9,1,2,2,2,1,2,2, , ,4, ,2, ,1,6,2,2,2, ,2,3,3,2,2,3,1,2,2,2,8,3,1, ,14, ,2,1,1,2, , , , , , , , , , , , , ,1,8,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,53,2, , , , , , ,3,2,3,2,1,2,2,5,2, , , ,1,3, , , , , , ,3,2,2,1,1,2,1,1,2,6,3,2, ,99, ,99,9, ,4,2,1,3,1.54166666666667,1
85,1,4,32,0,6109,100405,p,R,3,6,209,209588,2,2,1,2,1,4,4,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,53, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,78,2, , , , , , ,6,3,3,2,1,4,9,4,1, ,1, , ,3, , , , , , ,4,1,4,1,0,99,2,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,1
86,1,4,193,33700,6099,101305,p,S,2,6,209,209656,1,1,4,2,2,2,2,2,1,1,1,2, , ,5, ,1,4,2, ,2,2,3, ,3,3,3,3,2,3,2,2,2,2,2,2,6,2, ,2,4,1,2,2, , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , ,1,18,2, , , , , , ,5,4,2,1,1,1,2,5,2, , ,2, ,1, , , , , , ,1,2,3,3,1,2,4,1,1,4,3,1, ,99, ,99,9, ,5,1,2,2,3.5,1
87,1,4,33,32900,6047,91705,p,S,2,6,209,209826,2,2,1,1,3,4,3,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,92,2, , , , , , ,5,3,3,2,2,1,3,2,1, ,1, , ,1, , , , , , ,4,2,3,2,0,99,6,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,1
88,1,4,78,44700,6077,92805,p,S,2,6,209,209833,9,3,2,9,9,4,1,1,1,1,1,9, , ,10, ,1,3,2, , ,2,3,3,3,3,3,3,2,3,5,2,8,8,8,8,1, ,5, ,1,2, , , , , , , , , , , , , , , ,8,8,8,1,1,1,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,4,5, , , , ,1,40,2, , , , , , ,3,1,3,2,1,4,9,5,2, , ,3, ,7, , ,LIVED IN SAME APARTMENT COMPLEX, , , ,2,3,2,1,1,2,3,1,1,3,3,1, ,99, ,99,9, ,6,1,2,3,2.5,1
89,1,4,79,44700,6077,101005,p,S,2,6,209,209834,1,1,1,1,4,4,2,2,1,1,1,1,1,1,7, , ,2, ,1,2,1,3, ,3,3,3,3,2,3,1,2,2,8,8,8,1, ,10, ,2,2, , , , , , , , , , , , , , , ,1,2,8,1,8,8,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,37,1,1,0,1, , , ,7,1,2,2,3,2,2,2,8, , ,3,1,7, , , , , , ,2,3,4,4,1,2,1,1,3,1,4,1,2,1,0,8,1,3,6,0,0,2,2.52083333333333,1
90,1,4,64,44700,6077,91905,p,S,2,6,209,209887,2,2,4,2,1,3,4,1,1,1,1,1,1,1,10, , ,2, ,1, ,1,3,3,3,3,3,3,3,3,2,3,8,2,8,3,2, ,7, ,2,2, , , , , , , , , , , , , , , ,2,1,8,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,35,1,2,2, ,0, ,2,3,2,3,1,5,4,4,4,2, , ,2,2,7, , , , , , ,2,3,2,3,1,2,1,1,3,1,4,1,2,2,2,1,1,3,6,0,0,3,3.25,1
91,1,3,96,41700,48029,92905,c,U,1,48,210,210320,2,2,1,1,2,4,1,2,1,1,1,1,2,1,5, ,1,3, ,1,2,1,3, ,3,3,3,3,3,3,2,3,4,2,8,4,1, ,9, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,43,1,3,0, ,0, , ,3,1,3,1,1,2,4,2,1, ,1,1,1,5, , , , , , ,2,4,2,3,1,2,4,1,3,1,3,1,2,2,0,8,0,2,5,1,0,3,4.35,1
92,1,3,98,41700,48029,92105,c,U,1,48,210,210342,1,2,1,1,2,4,2,2,1,1,2,1,1,2,5, , ,1,2, , ,1,3,3,3,3,3,3,3,3,2,8,8,3,8,8,5,2, ,2,4,1,1,1, , , , , , , , , , , , , ,8,2,8,8,8,2,2,2, , , , , , , , , , , , , , , , , , , ,2,73,2, , , , , , ,6,3,3,2,1,1,4,2,1, ,2,2, ,2, , , , , , ,4,4,4,1,1,2,3,1,1,1,4,2, ,99, ,99,9,1,5,0,2,3,1.14583333333333,1
93,1,3,99,41700,48029,92105,c,U,1,48,210,210344,2,2,1,1,4,1,4,1,1,1,1,2, , ,5, ,1,6,2, , ,2,2,3,3,3,3,3,3,3,9,8,8,8,8,8,5,2, ,1,3,1,1,1, , , , , , , , , , , , , ,8,2,1,1,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , ,5,2,2,0,2,76,2, , , , , , ,7,3,3,2,1,2,1,2,1, ,2,1, ,9, , , , , , ,4,4,4,1,1,2,3,1,1,6,3,1, ,99, ,99,9, ,5,1,2,3,1.14583333333333,1
