psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,mar2,mar3,mar4,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
203684,2,1,10,10005,3,R, ,1,2,2,1,1, ,1,1, ,9, , , , , , ,2,1,1,2,2,1,1,2, , ,2,1,1,3,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,12, , ,1,2,1,2,1, , , ,1,1, , , ,1,1,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,40,2, , , ,2,6,1,2, ,1,8,1, , ,1,1, , , , , ,AOL.COM, , , ,2.32258064516129,.733418065893007
203686,2,1,34,34019,1,S, ,1,1,2,1,1, ,1,1, ,98, , , , , , ,2,1,2,2,2,1,2,2, , ,2,1,1,3,1,1,1,2,2,1,2,1,1,97, , , , , , , , , , , , ,6,2, ,2, , , , ,1,2, , , ,1,1, , , ,1,2,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,18,2, , , ,5,3,7,2, ,1,3,1, , ,1,3, , , , , , , , , ,2.93548387096774,.92695894439255
203699,2,1,18,18097,2,U, ,2,1,2, , ,1,1,1, ,3, , , , , , ,1,1,1,2,2,2,1, ,2, ,1,1,1,1,1,1,1,2,1,1,4,2,1, , , , , , , , , , , , , ,1, ,8, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,1,3, ,2,2,2,1,2,2,2,2,2,28,1,1,0,0,2,6,1,2, ,1,8,1, , ,1,1, , , , , , , , , ,2.61290322580645,.825095324129633
203705,2,1,12,12069,3,S, ,1,1,3,1,1, ,1,1, ,3, , , , , , ,2,2,2,2,2,1,2, , , ,2,1,1,3,2,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,40, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,65,2, , , ,2,6,1,2, ,1,6,1, , ,1,2, , , , , , , , , ,1.19354838709677,.376895394972795
203709,2,1,36,36119,1,S, ,2,2,1, , ,1,1,1, ,4, , , , , , ,1,2,1,1,1,1,2, ,2, ,1,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,8, , ,2, , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,1,1,3, ,2,1,2,2,1,2,2,2,2,34,1,3,0,0,2,8,1,2, ,1,9,1, , ,1,1, , , , , , , , , ,3.80645161290323,1.20199071910243
203718,2,1,12,12019,3,S, ,1,2,2,1,1, ,1,1, ,2, , , , , , ,1,1,1,2,2,1,1,2, , ,1,1,8,3,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,8,1,2,2, , , , , , , , , , , , ,2,2,2,64,2, , , ,1,4,4,2, ,1,7,1, , ,1,1, , , , , , , , , ,1.32258064516129,.417640843077962
203719,2,1,36,36027,1,S, ,1,2,3,1,1, ,1,1, ,3, , , , , , ,1,2,1,2,8,1,2, , , ,1,1,1,3,1,2,1,2,2,1,3,2,2, , , , , , , , , , , , , ,1, ,37, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8, , , , , , , , , , , , , , , , ,2,8,2,2,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,69,2, , , ,2,6,3,2, ,2,6,1, , ,2, , , , , , , , , , ,2.61290322580645,.825095324129633
203723,2,1,13,13097,3,S, ,1,1,2,1,1, ,1,1, ,2, , , , , , ,2,1,8,1,2,1,1,2, , ,2,1,1,3,1,1,1,2,1,1,3,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,1, , , , , , , , , , , , ,2,2,2,24,2, , , ,2,4,7,2, ,2,1,1, , ,2, , , , , , , , , , ,3.67741935483871,1.16124527099726
203725,2,1,12,12031,3,U, ,2,2,1, , ,1,1,1, ,2, , , , , , ,1,1,2,2,2,2,2, ,2, ,2,1,1,1,2,1,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,23, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,1,9,1,1,1,1,3, ,2,2,2,2,2,2,2,2,2,43,1,0,2,0,3,3,8,2, ,1,3,1, , ,1,2, , , , , , , , , ,6.03225806451613,1.90484969891656
203726,2,1,42,42077,1,U, ,2,1,3, , ,1,1,1, ,1, , , , , , ,2,1,2,2,8,2,2, ,1, ,2,1,9,3,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,1,1, , , ,1,1,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,20,2, , , ,2,3,1,2, ,2,98,9, , ,1,2, , , , , , , , , ,2.90322580645161,.916772582366259
203728,2,1,45,45051,3,U, ,2,1,2, , ,1,1,1, ,3, , , , , , ,2,1,1,1,2,8,2, ,1, ,1,1,1,3,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,19, , ,2, , ,2,9, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,1,3, ,2,2,2,2,2,2,9,9,9,44,1,99,99,99,9,8,1,2, ,4,99,1, , ,2, , , , , , , , , , ,3.80645161290323,1.20199071910243
203740,2,1,13,13315,3,R, ,1,1,2,1,1, ,2,1, ,4, , , , , , ,1,2,2,2,8,2,2, , , ,1,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,3, , ,2, , ,2,2,2,2,2, , , , , , , , ,1,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,8,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,45,2, , , ,2,3,1,2, ,1,5,1, , ,1,3, , , , , , , , , ,3.45161290322581,1.08994073681322
203746,2,1,24,24031,3,S, ,2,1,2, , ,1,1,1, ,5, , , , , , ,1,1,2,1,2,1,2, ,1, ,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,2, ,2, , ,2, , ,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,3, ,2,2,2,2,2,2,2,1,2,24,2, , , ,2,6,1,1,3,2,6,1, , ,2, , , , , , , , , , ,2.45161290322581,.774163513998174
203747,2,1,13,13097,3,S, ,2,1,3, , ,2,2, , , ,2,2,1,8,2,1, , , , , , , , , , ,2,1,8,12,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , , , , , , , , , ,2,2,2,49,2, , , ,1,3,3,2, ,5,2,1, , ,2, , , , , , , , , , ,5.19354838709678,1.64000428623297
203752,2,1,13,13121,3,S, ,2,2,1, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,1,2, ,2, ,1,1,1,1,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,1, ,47, , ,2, , ,1,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2,2,2,2,2,2,2,70,2, , , ,2,5,3,2, ,1,99,1, , ,1,2, , , , , , , , , ,1.80645161290323,.570436273472339
203758,2,1,48,48491,3,S, ,2,1,3, , ,1,1,1, ,3, , , , , , ,1,1,1,2,1,1,2, ,2, ,1,1,1,1,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,1, ,23, , ,2, , ,2,2, , , ,2,2, , , ,1,1,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2,2,2,2,2,2,2,48,1,0,0,1,3,8,1,2, ,3,8,1, , ,1,2, , , , , , , , , ,2.45161290322581,.774163513998174
203761,2,1,55,55133,2,S, ,1,1,1,1,1, ,1,1, ,3, , , , , , ,1,1,1,2,2,1,1,2, , ,2,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,1, ,5, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2,2,2,2,2,1,2,28,1,2,0,0,2,5,1,2, ,1,7,1, , ,2, , , , , , , , , , ,6,1.89466333689027
203774,2,1,31,31055,2,S, ,2,2,1, , ,1,2,1, ,3, , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,78,2, , , ,2,3,3,2, ,1,98,1, , ,1,1, , , , , , , , , ,3.19354838709677,1.00844984060288
203777,2,1,47,47061,3,R, ,1,2,3,1,2, ,1,1, ,2, , , , , , ,2,1,2,1,2,2,2,2, , ,2,1,2,11,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,6, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,40,1,1,1,0,2,3,4,2, ,1,1,1, , ,1,2, , , , , , , , , ,2.74193548387097,.8658407722348
203778,2,1,27,27015,2,R, ,2,1,3, , ,2,2, , , ,2,1,2,5,1,2, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,2, ,20, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,8,1, , , , ,3, , ,2, , ,2,2,2,2,2,46,2, , , ,2,7,1,2, ,1,4,1, , ,1,1, , , , , , , , , ,2.25806451612903,.713045341840423
203781,2,1,48,48375,3,U, ,2,1,1, , ,1,2,1, ,4, , , , , , ,1,2,2,2,2,1,2, , , ,2,1,2,8,2,2,2,2,2,1, ,2,1, , , , , , , , , , , , , ,2, ,12, , ,2, , ,1,1, , , , , , , , , , , , , , , ,1,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,2,2,2,1,2,2,2, , , , , , ,1,1,2,2,2, ,2,2,3, ,2,2,2,2,1,2,1,1,2,52,2, , , ,2,3,1,2, ,1,3,2, , ,2, , , , , , , , , , ,6.38709677419355,2.01689968120577
203800,2,1,49,49011,4,S, ,1,1,3,1,1, ,1,1, ,3, , , , , , ,1,1,2,2,2,2,2,2, , ,1,1,1,2,1,2,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,25, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,1,2,2,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,53,1,0,0,3,2,6,1,2, ,1,7,1, , ,1,2, , , , , , , , , ,2.45161290322581,.774163513998174
203802,2,2,6,6085,4,U, ,2,1,3, , ,1,1,2,98, , , , , , , ,2,1,2,2,2,2,2, ,2, ,2,1,1,6,1,1,1,2,1,1,1,2,2, , , , , , , , , , , , , ,6,2, ,1,1, , , ,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , ,1,16, , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,2,2,1,1,3,1,3,1,3,1,1,2,1, , , , , , , , , , , , ,2,1,1,26,2, , , ,6,1,1,1,3,4,7,8, , ,2, , , , ,4G, , , ,BADOO, ,6.61290322580645,2.08820421538981
203804,2,1,6,6075,4,U, ,1,2,4,1,1, ,1,1, ,3, , , , , , ,2,1,2,2,2,1,2,1, , ,2,1,1,1,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,9,9, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,1,2,1, , , , , , , , , , , , ,2,2,2,99,2, , , ,5,6,4,9, ,9,99,9, , ,1,9, , , , , , , , , ,3.25806451612903,1.02882256465547
203809,2,1,41,41003,4,S, ,2,1,1, , ,1,1,1, ,2, , , , , , ,2,1,2,2,2,1,2, ,2, ,2,1,1,1,1,1,1,1,1,1,2,2,2, , , , , , , , , , , , , ,6,1,0, , ,2, , ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,9,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,26,2, , , ,2,4,3,2, ,9,8,1, , ,2, , , , , , , , , , ,6.2258064516129,1.96596787107431
203812,2,1,6,6073,4,S, ,2,1,3, , ,1,2,2,9, , , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,6,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,61, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,8,8,1,2, ,2,1,3, ,2,2,2, ,2,2,2,2,2,82,2, , , ,2,7,2,2, ,1,3,1, , ,1,2, , , ,VISOR, , , , , ,1.12903225806452,.356522670920212
203813,2,1,32,32005,4,R, ,2,2,3, , ,2,2, , , ,2,2,2,97,2,2, , , , , , , , , , ,2,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,2, , , , , , , , , , , , ,2,2,2,42,2, , , ,2,3,4,2, ,1,98,1, , ,2, , , ,BAD INFLUENCE, , , , , , ,4.90322580645161,1.54832702799635
203816,2,1,6,6037,4,U, ,1,1,1,1,1, ,1,1, ,4, , , , , , ,1,1,1,1,1,1,2,1, , ,1,1,1,3,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,1,2, , , ,1,2,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,2,2,19,2, , , ,4,3,4,2, ,1,7,1, , ,2, , , , , , , , , , ,4.61290322580645,1.45664976975972
203818,2,1,6,6075,4,U, ,1,2,2,2,2, ,2, , , ,2,2,1,2,2,1, , , , , , , , , , ,2,1,8,98,2,2,2,2,2,2, ,2,1, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,91,2, , , ,1,4,3,2, ,1,99,1, , ,1,1, , , , , , , , , ,1.45161290322581,.458386291183129
203823,2,1,6,6037,4,U, ,2,2,3, , ,1,1,1, ,5, , , , , , ,2,1,2,1,2,1,1, ,1, ,1,1,1,1,1,2,1,2,2,1,2,2,1, , , , , , , , , , , , , ,2, ,5, , ,1,1,98,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,45,2, , , ,2,6,1,2, ,1,7,2, , ,1,2, , , , , , , , , ,2.7741935483871,.876027134261091
203835,2,1,6,6037,4,U, ,1,2,2,1,1, ,1,1, ,98, , , , , , ,2,1,1,1,2,2,2,2, , ,2,1,2,2,2,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,1, ,7, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,1,3, ,2,1,2,1,1,1,2,2,2,26,1,1,0,0,3,4,2,1,1,8,8,1, , ,2, , , , , , , , , , ,6.87096774193548,2.16969511160015
203841,2,1,39,39049,2,U, ,2,1,3, , ,1,1,1, ,3, , , , , , ,2,1,2,2,2,2,2, ,2, ,2,1,1,3,2,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,18, , ,2, , ,2,2, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,3, ,2,2,2,1,2,2,2,2,2,60,1,1,0,0,2,2,3,2, ,1,1,1, , ,1,1, , , , , , , , , ,5.58064516129032,1.76224063054847
203844,2,1,18,18097,2,U, ,1,1,3,1,2, ,2,1, ,3, , , , , , ,2,2,2,2,2,1,2, , , ,2,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,6, , ,2, , ,2,2,2,2,2, , , , , , , , ,1, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,2,2,3, ,2,2,2, ,2,2,2,2,2,48,1,2,0,0,2,3,1,2, ,1,8,1, , ,1,2, , , , , , , , , ,4.12903225806452,1.30385433936535
203845,2,1,18,18097,2,U, ,2,2,1, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,2, ,2, ,2,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,2, ,3, , ,2, , ,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,3, ,2,2,2,2,2,1,1,1,2,29,2, , , ,2,8,1,2, ,1,7,1, , ,2, , , , , , , , , , ,4.45161290322581,1.40571795962826
203847,2,1,36,36047,1,U, ,2,2,1, , ,1,1,1, ,5, , , , , , ,1,1,1,1,2,1,2, ,1, ,1,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,0, , ,2, , ,2,1,2,1,2,1,1,1,1,2,1,1,1,8,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,8, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,34,2, , , ,2,8,1,2, ,1,9,2, , ,1,1, , , , , , , , , ,3.80645161290323,1.20199071910243
203849,2,1,36,36029,1,S, ,1,2,1,1,2, ,1,2,8, , , , , , , ,2,2,2,2,2,2,2, , , ,2,1,8,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,1,2, , , , , , , , , , , , ,2,2,2,62,2, , , ,1,2,6,2, ,2,1,1, , ,2, , , , , , , , , , ,6.32258064516129,1.99652695715319
203855,2,2,48,48201,3,S, ,1,1,3,1,1, ,1,1, ,2, , , , , , ,2,1,1,1,2,2,2,2, , ,2,1,1,3,1,2,1,2,1,1,1,1,1,98, , , , , , , , , , , , ,4,2, ,2, , , , ,2,1, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,18,2, , , ,2,2,1,1,3,1,3,9, , ,2, , , , , , , , , , ,2.90322580645161,.916772582366259
203858,2,1,55,55133,2,S, ,2,2,2, , ,1,1,1, ,3, , , , , , ,1,1,1,2,2,1,1, ,2, ,1,1,8,3,1,2,1,2,2,1,2,2,1, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,73,2, , , ,1,8,3,2, ,1,7,1, , ,1,2, , , , , , , , , ,1,.315777222815045
203869,2,1,6,6059,4,S, ,1,1,3,1,1, ,1,1, ,2, , , , , , ,1,1,2,2,1,1,2,1, , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,6, , ,2, , ,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8, , , , , , , , , , , , , , , , ,1,1,2,1,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,32,1,1,0,0,2,8,1,2, ,3,7,1, , ,1,3, , , , , , , , , ,2.48387096774194,.784349876024466
203872,2,1,48,48355,3,U, ,1,2,3,1,1, ,2,1, ,2, , , , , , ,2,1,2,2,2,1,2,2, , ,2,1,2,98,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,24, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1,2,2,1,3, ,2,1,2,2,2,2,2,2,2,53,2, , , ,2,6,2,2, ,1,3,1, , ,2, , , , , , , , , , ,3.58064516129032,1.13068618491839
203877,2,2,48,48201,3,S, ,1,1,2,1,1, ,1,1, ,10, , , , , , ,1,1,8,1,2,2,2,1, , ,2,1,1,3,1,2,1,1,1,1,1,2,1, , , , , , , , , , , , , ,1, ,13, , ,2, , ,1,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,1,2,2,2,1,3, ,1,1,2,1,1,2,2,2,2,33,1,0,1,1,2,3,1,1,3,6,3,1, , ,2, , , , , , , , , ,HISPANIC,4.09677419354839,1.29366797733905
203880,2,1,16,16001,4,S, ,2,1,3, , ,1,1,1, ,3, , , , , , ,1,1,2,1,2,1,2, ,2, ,2,1,1,1,1,1,1,1,2,1,2,2,1, , , , , , , , , , , , , ,1, ,35, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,8,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,58,2, , , ,2,8,1,2, ,1,8,1, , ,1,2, , , , , , , , , ,1.35483870967742,.427827205104254
203883,2,2,16,16001,4,S, ,1,1,3,1,1, ,1,1, ,1, , , , , , ,1,1,1,1,2,2,2,2, , ,2,1,8,1,1,2,1,2,1,1,2,2,2, , , , , , , , , , , , , ,4,2, ,1,2, , , ,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,68,2, , , ,2,1,1,1,3,1,5,1, , ,1,2, , , , , , , , , ,3.19354838709677,1.00844984060288
203886,2,1,34,34003,1,S, ,1,1,2,1,1, ,1,1, ,5, , , , , , ,1,1,2,2,2,1,2,2, , ,1,1,1,1,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,6,1,1, , ,2, , ,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,18,2, , , ,3,2,4,2, ,1,98,1, , ,1,3, , , , , , , , , ,3.67741935483871,1.16124527099726
