psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,mar2,mar3,mar4,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
100158,1,1,53,53067,4,S,1,2,2,2, , ,2,2, , , ,2,1,2,4,2,2, , , , , , , , , ,1,2,1,2,10,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,50, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , ,3, , ,2, , ,2,2,2,2,2,80,2, , , ,2,6,3,2, ,1,5,1, ,3, , , , , , , , , , , ,1.03225806451613,.325963584841336
100161,1,1,4,4013,4,U,2,2,1,1, , ,1,2,1, ,3, , , , , , ,1,2,2,2,2,2,2, , ,1,2,1,2,12,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,1,2,2, , , , , , , , , , , , ,2,2,2,84,2, , , ,1,6,3,2, ,1,4,1, ,3, , , , , , , , , , , ,1,.315777222815045
100162,1,1,47,47061,3,R,1,1,1,5,1,2, ,1,1, ,11, , , , , , ,2,1,2,2,2,2,2,2, ,1,2,1,1,3,1,1,1,2,2,1,3,2,1, , , , , , , , , , , , , ,3,1,24, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2,2,3, ,2,2,2,2,2,2,2,1,2,73,2, , , ,1,4,3,2, ,1,3,1, ,2, , , ,MOBILE CONNECTION, , , , , , , ,1.25806451612903,.397268119025379
100165,1,1,6,6007,4,U,2,1,1,2,1,1, ,2,1, ,3, , , , , , ,1,2,2,2,2,1,1, , ,1,1,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,40, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,8,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,67,2, , , ,2,8,3,2, ,1,99,1, ,2, , , , , , , , , , , ,1.25806451612903,.397268119025379
100173,1,1,6,6037,4,U,2,2,2,2, , ,1,1,1, ,4, , , , , , ,1,1,1,1,1,1,1, ,2,1,1,1,1,1,1,1,1,2,2,1,3,1,1,6, , , , , , , , , , , , ,6,1,1, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,3, ,2,2,2,2,2,1,2,2,2,50,2, , , ,2,3,1,2, ,2,4,1, ,2, , , , , , , , , , , ,4.09677419354839,1.29366797733905
100182,1,1,55,55025,2,S,2,1,1,1,1,1, ,1,1, ,3, , , , , , ,1,1,2,1,2,1,2,2, ,1,1,1,1,2,1,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,25, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,9,9,2,9,2,2,2,1,3, ,2,2,2,2,1,2,2,2,2,54,1,0,0,1,2,6,1,2, ,1,9,1, ,2, , , , , , , , , , , ,1.93548387096774,.611181721577506
100184,1,1,41,41015,4,R,1,2,1,5, , ,2,2, , , ,2,2,2,9,2,2, , , , , , , , , ,1,2,1,8,14,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,8,1, , , , , , , , , , , , ,2,2,2,84,2, , , ,1,3,3,2, ,4,2,1, ,3, , , , , , , , , , , ,2.25806451612903,.713045341840423
100189,1,1,47,47157,3,U,2,1,1,4,1,1, ,1,2,5, , , , , , , ,2,1,1,2,2,2,2,2, ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,4,1,2, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2,2,3, ,2, ,2, ,2,2, , , ,47,2, , , ,2,3,6,2, ,2,4,1,2, , , , , , , , , , , , ,6.87096774193548,2.16969511160015
100190,1,1,55,55019,2,R,2,2,2,2, , ,1,1,2,2, , , , , , , ,1,1,2,2,2,2,2, ,1,1,2,1,1,3,1,1,1,2,1,1,1,2,2, , , , , , , , , , , , , ,1, ,7, , ,2, , ,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,1,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,29,1,2,0,2,2,3,4,2, ,1,4,1, ,2, , , , , , , , , , , ,2.45161290322581,.774163513998174
100193,1,1,41,41005,4,S,2,2,2,1, , ,1,1,1, ,4, , , , , , ,1,1,1,2,2,1,2, ,1,1,1,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,21, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,51,1,0,0,1,3,7,2,2, ,1,7,1, ,1, , , , , , , , , , , ,3.54838709677419,1.12049982289209
100200,1,1,6,6007,4,U,2,1,2,1,1,1, ,1,1, ,2, , , , , , ,1,1,2,2,8,2,2,8, ,1,1,1,1,3,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,2, ,17, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,1,1,3, ,2,1,2,2,2,2,2,2,2,72,2, , , ,2,6,3,2, ,1,8,2, ,2, , , , , , , , , , , ,1.29032258064516,.407454481051671
100201,1,1,6,6083,4,S,2,1,2,3,2,2, ,2, , , ,2,1,2,3,2,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,8,2,8, , , , , , , , , , , , , , , ,87,2, , , ,1,3,3,2, ,1,99,1,2, , , , , , , , , , , , ,2.90322580645161,.916772582366259
100202,1,1,41,41005,4,S,2,1,2,2,2,2, ,2, , , ,2,1,2,3,2,1, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,77,2, , , ,1,4,4,2, ,1,2,1, ,2, , , , , , , , , , , ,1,.315777222815045
100203,1,1,6,6007,4,S,2,2,2,2, , ,1,2,1, ,3, , , , , , ,2,2,2,2,2,1,2, , ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,55, , ,2, , ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,1,2,2,1, ,2,1,3, ,2, ,2, ,2,2, , , ,76,2, , , ,2,8,3,2, ,4,5,1,2, , , , , , , , , , , , ,5.51612903225806,1.74186790649589
100207,1,1,41,41067,4,S,1,1,2,2,1,1, ,1,1, ,5, , , , , , ,1,2,1,2,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,18, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,8,1,2,2,2, ,1,1,2,1,2,2,2,2,2,1,2,2,2,45,1,0,1,1,2,8,1,1,3,1,8,1, ,2, , , , , , , , , , , ,2.16129032258065,.682486255761548
100208,1,1,6,6033,4,R,2,2,2,1, , ,1,1,1, ,3, , , , , , ,1,1,1,2,8,1,2, ,2,1,1,1,2,14,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1,1,1,1,3, ,2,2,2,2,2,2,2,2,2,60,2, , , ,2,8,1,2, ,1,8,1, ,2, , , , , , , , , , , ,1,.315777222815045
100209,1,1,6,6029,4,S,2,1,2,1,2,2, ,2, , , ,1,2,2,4,2,1, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,58, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , ,3, , ,2, , ,2,2,2,2,2,92,2, , , ,2,3,3,2, ,1,99,1, ,3, , , , , , , , , , , ,2.32258064516129,.733418065893007
100213,1,1,6,6001,4,U,1,1,2,5,1,2, ,1,2,8, , , , , , , ,2,2,2,2,2,2,2, , ,1,1,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,1, , , , , , , , , , , , ,2,2,2,67,2, , , ,3,3,3,2, ,2,4,3, ,2, , , , , , , , , , , ,4.06451612903226,1.28348161531276
100214,1,1,41,41009,4,S,1,1,1,1,1,1, ,2,1, ,4, , , , , , ,1,1,2,2,1,1,2,2, ,1,2,1,2,98,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,53, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,8,8,8,8,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,74,2, , , ,2,8,3,2, ,1,8,1, ,2, , , , , , , , , , , ,1.25806451612903,.397268119025379
100215,1,1,32,32003,4,S,1,2,1,3, , ,1,1,1, ,5, , , , , , ,1,1,2,2,2,1,2, ,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1, , , , , , , , , , , , , ,1, ,6, , ,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,1,1,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,2,1,2,2,2, ,1,2,2,2,2,74,2, , , ,2,3,3,2, ,1,6,1, ,2, , , , , , , ,AMERICANSINGLES,AMERICAN SINGLES, , ,2.48387096774194,.784349876024466
100216,1,1,6,6071,4,S,1,2,1,3, , ,1,2,1, ,2, , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,37, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2, ,2,2,3, ,2,2,2,2,2,2,2,2,2,62,2, , , ,2,5,1,2, ,1,6,1, ,3, , , , , , , , , , , ,1.70967741935484,.539877187393463
100221,1,1,6,6097,4,U,1,2,1,1, , ,1,1,1, ,2, , , , , , ,1,2,2,2,2,1,2, , ,1,1,1,1,3,1,2,1,2,2,2,2,2,2, , , , , , , , , , , , , ,1, ,3, , ,2, , ,2,2,1,1,2, , , , , , , , ,2, ,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,2,2,2,2,1,2, , , , , , ,1,1,2,1,2, ,1,1,2,1,2,2,2, ,2,2,2,2,2,70,2, , , ,2,8,3,2, ,1,6,1, ,2, , , , , , , , , , , ,1.16129032258065,.366709032946503
100223,1,1,6,6083,4,U,1,1,1,2,1,1, ,2,2,1, , , , , , , ,2,1,2,2,2,1,2,2, ,1,2,1,2,11,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,1,5, , ,2, , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,1,2,2,1,2,2,2,3, ,2,2,2,2,2,2,2,2,2,52,2, , , ,1,8,1,2, ,1,8,1, ,3, , , , , , , , , , , ,1.25806451612903,.397268119025379
100228,1,1,23,23005,1,U,2,2,1,2, , ,1,1,1, ,3, , , , , , ,1,1,1,1,1,1,2, ,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,59,2, , , ,3,8,1,2, ,1,8,1, ,1, , , , , , , , , , , ,2.80645161290323,.886213496287383
100229,1,1,42,42061,1,R,1,1,2,3,1,1, ,2,1, ,2, , , , , , ,2,2,2,2,2,1,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,8,2,2,1, ,2,1,3, ,2,2,2, ,2,2,2,2,2,60,2, , , ,3,3,3,2, ,1,99,1, ,3, , , , , , , , , , , ,4.03225806451613,1.27329525328647
100237,1,1,24,24037,3,R,1,2,1,3, , ,2,2, , , ,2,2,2,97,2,1, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,68,2, , , ,3,6,3,2, ,1,6,2, ,1, , , , ,IT IS A GENERATION AHEAD OF MINE., , , , , , ,2.03225806451613,.641740807656381
100239,1,1,42,42095,1,U,1,2,1,3, , ,1,1,1, ,2, , , , , , ,1,1,1,2,2,1,2, ,2,1,2,1,2,10,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,40, , ,2, , ,2,2, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,1,1,2,1,3, ,2,1,2,2,1,2,2,2,2,70,2, , , ,2,3,3,2, ,1,6,1, ,2, , , , , , , , , , , ,3.03225806451613,.957518030471426
100240,1,1,42,42127,1,R,2,1,1,5,1,1, ,2,1, ,1, , , , , , ,2,1,2,2,2,2,2,2, ,1,2,1,1,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,62,2, , , ,1,4,3,2, ,1,99,1, ,3, , , , , , , , , , , ,1.74193548387097,.550063549419755
100241,1,1,21,21015,3,S,2,1,2,2,1,1, ,2,1, ,4, , , , , , ,1,1,2,2,2,1,2,2, ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,25, , ,2, , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,1,3, ,1, ,2, ,2,2, , , ,53,2, , , ,2,5,3,2, ,1,9,1,1,2, , , , , , , , , , , ,4.48387096774194,1.41590432165455
100243,1,1,18,18015,2,S,2,1,2,2,1,1, ,2,1, ,4, , , , , , ,1,2,2,2,2,2,2, , ,1,1,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,45, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,64,2, , , ,2,3,3,2, ,1,99,1, ,9, , , , , , , , , , , ,2.48387096774194,.784349876024466
100247,1,1,42,42065,1,R,2,2,2,2, , ,1,2,1, ,2, , , , , , ,1,1,2,2,2,2,2, ,2,1,2,1,2,3,2,2,2,2,2,1, ,2,1, , , , , , , , , , , , , ,1, ,47, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,67,1,0,1,1,3,98,3,2, ,1,5,1, ,3, , , , , , , , , , , ,1.19354838709677,.376895394972795
100248,1,1,11,11001,3,U,1,1,2,2,2,1, ,2,2,3, , , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,12,2,2,2,2,2,2, ,1,2,98, , , , , , , , , , , , ,5,8, ,1,1, , , ,2,2,2,2,2, , , , , , , , ,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,2,2,86,2, , , ,3,6,3,2, ,2,3,1, ,2, , , , , , , , , , , ,1.64516129032258,.51950446334088
100256,1,1,36,36055,1,S,2,2,1,1, , ,1,2,1, ,3, , , , , , ,1,2,2,2,2,1,1, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,1, , , , , , , , , , , , , ,9,1,25, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,9,9,2,9,2, ,2,2,3, ,2,2,2, ,2,2,2,2,2,99,2, , , ,2,3,3,2, ,1,7,9, ,3, , , , , , , , , , , ,3.29032258064516,1.03900892668176
100259,1,1,42,42003,1,S,1,2,2,1, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,2, ,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,23, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,45,1,0,1,1,3,8,4,2, ,1,9,1, ,2, , , , , , , , , , , ,3.64516129032258,1.15105890897097
100265,1,1,48,48145,3,R,2,2,2,3, , ,1,1,1, ,4, , , , , , ,1,1,8,2,2,2,2, ,2,1,2,1,1,3,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,1, , ,2, , ,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2, , , , , , , , , , , , , , , , ,2,2,2,1,2,2,2,1,3, ,2,2,2,2,2,2,2,1,9,47,2, , , ,3,6,1,2, ,2,6,1, ,1, , , , , , , , , , , ,1.83870967741935,.58062263549863
100279,1,1,36,36001,1,S,2,2,1,3, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,2,2, ,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,6,1,12, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,1,2,1,3, ,2,2,2,2,2,2,2,2,2,32,2, , , ,2,8,1,2, ,1,6,2, ,2, , , , , , , , , , , ,1.70967741935484,.539877187393463
100281,1,1,27,27053,2,U,1,1,2,2,1,1, ,1,1, ,3, , , , , , ,1,2,2,2,2,1,2, , ,1,2,1,1,3,1,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,3, , ,2, , ,2,2,2,2,2, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,2,2,3, ,2,2,2,2,2,2,2,2,2,34,2, , , ,2,8,1,2, ,2,7,1, ,1, , , , , , , , , , , ,2.09677419354839,.662113531708965
100288,1,1,47,47061,3,R,1,2,1,5, , ,1,1,1, ,4, , , , , , ,2,1,1,2,2,1,1, ,2,1,1,1,2,12,2,2,1,2,1,1,2,2,2, , , , , , , , , , , , , ,4,2, ,1,1, , , ,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,8,1,2,1, , , , , , , , , , , , ,8,1,2,27,2, , , ,1,4,4,2, ,5,2,1, ,1, , , , , , , , , , , ,3.32258064516129,1.04919528870805
100292,1,1,48,48037,3,U,1,1,2,5,1,2, ,2,2,3, , , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,14,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,65,2, , , ,1,4,3,2, ,2,2,1, ,3, , , , , , , , , , , ,1,.315777222815045
100294,1,1,45,45035,3,S,2,1,2,4,1,1, ,1,1, ,4, , , , , , ,1,1,2,2,2,2,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,1, , , , , , , , , , , , , , , ,21,2, , , ,3,3,6,2, ,1,98,1,2, , , , , , , , , , , , ,6.87096774193548,2.16969511160015
100296,1,1,8,8085,4,R,1,1,2,3,1,1, ,1,1, ,4, , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,2,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,4,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,9,9, , , , , , , , , , , , ,2,2,2,68,2, , , ,1,6,3,2, ,1,2,1, ,2, , , , , , , , , , , ,1,.315777222815045
100298,1,1,37,37179,3,U,1,1,2,1,1,1, ,1,1, ,3, , , , , , ,2,1,2,2,2,1,2,2, ,1,1,1,1,3,1,2,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,15, , ,2, , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,8,8,2,2,2,1,3, ,2,1,2,2,2,2,2,2,2,42,1,0,2,0,2,6,4,2, ,1,98,1, ,2, , , , , , , , , , , ,1.96774193548387,.621368083603797
100299,1,1,46,46019,2,R,1,2,1,4, , ,1,2,1, ,3, , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,40, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,8,8,8,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,59,2, , , ,2,3,1,9, ,1,6,9, ,3, , , , , , , , , , , ,2.51612903225806,.794536238050757
100306,1,1,28,28033,3,S,2,1,1,1,2,2, ,2, , , ,2,2,2,4,2,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,35, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,8,2, , , , ,3, , , , , , , , , , ,62,2, , , ,2,2,1,2, ,1,2,1,2, , , , , , , , , , , , ,6.87096774193548,2.16969511160015
100307,1,1,53,53003,4,S,2,1,1,3,2,2, ,2, , , ,2,2,2,4,1,1, , , , , , , , , ,1,1,1,1,3,2,2,2,2,1,1, ,2,2, , , , , , , , , , , , , ,6,1,8, , ,2, , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,1, , , , ,3, , ,3, ,3,2,2,2,2,2,22,2, , , ,4,3,4,2, ,1,1,1, ,2, , , , , , , , , , , ,2.45161290322581,.774163513998174
